text,label
как удалить архив!,chat
какой график работы офиса?,rag
"слушай, какие условия рассрочки?",rag
расскажи про скидки,rag
"подскажи, если клиент жалуется что делать?",rag
объясни оформление командировки!,rag
можно ли перейти на другой тариф,rag
а объясни условия расторжения договора,rag
а в моей ситуации?,followup
посмотри в регламент.docx,rag
а если говорить про штрафы!,followup
как жизнь,chat
есть информация про тарифы пожалуйста,rag
какие условия получения скидки,rag
ну обидно,chat
а большое спасибо,chat
"слушай, а нельзя ли по-другому?",followup
почему именно так,followup
а мне нужна информация про персональные данные,rag
покажи спецификация,rag
как хочешь,chat
красавчик,chat
а помоги составить план,chat
а подробнее пожалуйста,followup
что ты знаешь про командировки пожалуйста,rag
что говорит закон о возврате,rag
продолжай,followup
а что отвечать на вопрос про возврат?,rag
подскажи про кредитование,rag
а когда!,followup
что ты знаешь про подписку?,rag
а что написано в руководствое?,rag
мне нужна информация про аренду,rag
как ты работаешь,chat
а по опыту как лучше?,followup
как обновить фото,chat
а какой твой любимый цвет?,chat
"скажи, расскажи про рекламацию",rag
ты настоящий,chat
расскажи про отпуск,rag
"напомни, подскажи про ремонт",rag
а поподробнее?,followup
бай,chat
а что ты знаешь про индексацию?,rag
а какие продолжительность отпуска?,rag
какая у тебя версия,chat
перефразируй пожалуйста!,followup
положена ли компенсация за неиспользованный отпуск?,rag
можно ли оплатить картой,rag
"подскажи, сколько будет 2+2?",chat
а если говорить про штрафы?,followup
в соглашениее есть что-то про сроки?,rag
как удалить архив?,chat
откуда ты?,chat
а объясни размер налогового вычета,rag
а расскажи про премии,rag
можно ли отозвать согласие,rag
а расскажи про увольнение,rag
объясни размер штрафов,rag
а расскажи про налоговые вычеты,rag
есть информация про гарантию?,rag
а если говорить про ремонт пожалуйста,followup
что ты знаешь про премии,rag
а задним числом можно,followup
что в файле guide.docx!,rag
а если не получится,followup
можно платить в рассрочку,rag
а про обслуживание подробнее можно,followup
стоит ли загрузить документы,chat
а расскажи про неустойку,rag
как отменить подписку?,rag
а приведи пример,followup
"слушай, а подписка тоже?",followup
когда это обновлялось?,followup
что такое ИИ?,chat
"скажи, а почему так?",followup
объясни условия страхования,rag
а по опыту как лучше!,followup
ну неплохо!,chat
приветик,chat
расскажи про обслуживание,rag
какой у меня тариф?,chat
а где ты живёшь,chat
"напомни, посмотри в регламент.docx",rag
а добрый вечер,chat
а каков размер?,rag
и?,followup
открой договор.pdf,rag
а поддерживается ли формат документ?,chat
вернёмся ко второму вопросу,followup
что написано в контракте?,rag
а были прецеденты?,followup
а расскажи о программе лояльности,rag
ты робот,chat
что в файле памятка.txt,rag
а если говорить про компенсацию,followup
объясни стоимость тарифов,rag
"а подскажи, что написано в прайс-листе?",rag
когда начисляются проценты?,rag
объясни продолжительность отпуска,rag
а сколько ждать?,followup
найди в техническое заданиее,rag
"подскажи, а что ты умеешь?",chat
а онлайн можно?,followup
как удалить таблицу,chat
"скажи, есть информация про страхование?",rag
"погоди, это важный момент!",followup
"напомни, посмотри в guide.docx",rag
а что это значит на практике?,followup
а отменить можно?,followup
"скажи, что ты умеешь?",chat
"скажи, сколько тебе лет?",chat
а что по гарантийному обслуживанию?,rag
ну плохо пожалуйста,chat
что нужно для оформления пожалуйста,rag
за что могут заблокировать аккаунт?,rag
а подписка тоже,followup
ты запоминаешь наши разговоры,chat
есть информация про подписку?,rag
как ты работаешь?,chat
а подскажи про премии,rag
а ты умный пожалуйста,chat
давай вернёмся к предыдущему вопросу,followup
весело,chat
какой срок,rag
какие документы нужны для оформления?,rag
какие оформление больничного?,rag
"скажи, найди в протоколе",rag
а не помогаешь,chat
подскажи про приём на работу пожалуйста,rag
что делаешь?,chat
замечательно!,chat
подскажи про рекламацию,rag
на каком языке ты говоришь пожалуйста,chat
мне нужна информация про скидки,rag
покажи соглашение,rag
"напомни, где посмотреть статус заказа?",rag
а сколько стоит?,rag
"скажи, посмотри в contract.pdf",rag
а объясни обработка персональных данных,rag
бб!,chat
"хай, друг",chat
покажи справочник,rag
а что написано в инструкцияе?,rag
"напомни, мне нужна информация про персональные данные",rag
тебя можно обмануть,chat
"напомни, что написано в уставе?",rag
какие условия кредитования!,rag
что ты знаешь про гарантию?,rag
и как это применить!,followup
круто,chat
работаешь ли ты ночью!,chat
подскажи про компенсацию,rag
открой памятка.txt,rag
а про штрафы подробнее можно,followup
а что в файле policy.docx?,rag
офигеть!,chat
какая статья регулирует это,rag
а есть информация про отпуск?,rag
это бесплатно,chat
с днём рождения!,chat
а что написано в политикае?,rag
а до этого как было?,followup
"скажи, какие у тебя функции",chat
а что обычно делают?,followup
чао,chat
требования к документам,rag
а что в файле readme.md?,rag
есть информация про увольнение?,rag
"здравствуйте, друг",chat
что ещё!,followup
что в файле agreement.docx?,rag
"слушай, что в файле spec.pdf?",rag
сколько ты можешь запомнить,chat
до свидания!,chat
до встречи,chat
а что самое важное?,followup
покажи положение,rag
раскрой тему,followup
как загрузить документ,chat
как восстановить доступ,rag
досадно,chat
напомни условия по рассрочке,rag
что в файле invoice.pdf пожалуйста,rag
как отключить автопродление,rag
"скажи, а про командировки подробнее можно?",followup
"а привет, бот",chat
какие есть ограничения по использованию,rag
а покажи акт,rag
а если я уже сделал по-другому пожалуйста,followup
а ты живой пожалуйста,chat
а какие оформление командировки?,rag
а как обновить картинку?,chat
что в файле договор.pdf!,rag
что ты знаешь про командировки,rag
покажи каталог,rag
есть информация про персональные данные,rag
мне нужна информация про расторжение,rag
как ты?,chat
есть информация про ремонт,rag
что ты знаешь про рекламацию,rag
а добрый день,chat
а чем отличается премиум от стандарта?,rag
а какие у тебя функции?,chat
можно ли оплатить картой?,rag
хэй,chat
"а салют, бот",chat
а можно попроще?,followup
спасибо за ответ пожалуйста,chat
принимаете криптовалюту пожалуйста,rag
подскажи про отпуск,rag
что делать при обнаружении брака?,rag
а хочу узнать про условия кредитования,rag
а какие ограничения у бесплатного тарифа?,rag
"а подскажи, что написано в памяткае?",rag
как происходит процедура увольнения,rag
найди в contract.docx секцию про оплату пожалуйста,rag
ну вот это да!,chat
а про подписку подробнее можно?,followup
а кто проверяет?,followup
"скажи, где ты живёшь?",chat
а если сделать наоборот пожалуйста,followup
неплохо,chat
можно ли отозвать согласие!,rag
а лично надо приходить,followup
а есть ли реферальная программа?,rag
ты кто?,chat
"а подскажи, а если говорить про премии?",followup
ну так и что в итоге!,followup
ну грустно,chat
расскажи про приём на работу,rag
а про доставку подробнее можно!,followup
как стать партнёром?,rag
а оплата тоже!,followup
дай информацию из загруженного файла,rag
"скажи, кто тебя создал?",chat
а выведи данные о зарплате из файла,rag
у тебя есть чувства?,chat
а что приготовить на ужин?,chat
найди в договоре пожалуйста,rag
как удалить pdf,chat
в спецификацияе есть что-то про сроки!,rag
"слушай, в соглашениее есть что-то про сроки?",rag
а сколько дней отпуска в году?,rag
объясни порядок ремонта,rag
как загрузить документ!,chat
а зачем ты нужен,chat
а открой policy.docx,rag
расскажи подробнее про приём на работу,followup
есть ли скидки для постоянных клиентов,rag
а что ты знаешь про штрафы?,rag
а если я уже сделал по-другому?,followup
объясни обработка персональных данных пожалуйста,rag
а как загрузить архив?,chat
открой agreement.docx!,rag
а минусы какие,followup
тебе бывает скучно!,chat
опять я,chat
и какие последствия,followup
удивительно!,chat
посмотри в policy.docx!,rag
а предыдущий пункт,followup
что в файле report.pdf пожалуйста,rag
а расскажи подробнее про подписку,followup
"стой, давай сначала",followup
есть информация про зарплату?,rag
какие обработка персональных данных?,rag
что ты знаешь про аренду,rag
а когда срок действия договора?,rag
расскажи подробнее,followup
как обновить архив!,chat
"слушай, что ты знаешь про штрафы?",rag
"подскажи, а про оплату подробнее можно?",followup
"подскажи, чем ты лучше гугла?",chat
это опять я пожалуйста,chat
а что известно о новых тарифах?,rag
как получить компенсацию!,rag
мне нужна информация про гарантию,rag
как сам?,chat
а что насчёт сроки доставки,followup
ты всё знаешь!,chat
какие оформление больничного,rag
как получить акт сверки?,rag
положена ли компенсация за неиспользованный отпуск,rag
"скажи, кто тебя создал",chat
а ну офигеть,chat
а середину можно подробнее?,followup
найди в протоколе,rag
какие ограничения у бесплатного тарифа?,rag
а структурируй ответ,followup
какие условия рассрочки?,rag
можно ли загрузить несколько файлов,chat
"напомни, а если говорить про тарифы?",followup
за что могут заблокировать аккаунт,rag
"слушай, что делать при обнаружении брака?",rag
"скажи, ты умный",chat
а с праздником!,chat
найди в регламенте,rag
чем занимаешься?,chat
а ты бот?,chat
мне скучно,chat
согласно приказу,rag
привет!,chat
как загрузить документ?,chat
обидно,chat
а где хранятся данные?,rag
а риски есть?,followup
есть ли техподдержка по выходным!,rag
проехали,chat
как получить компенсацию?,rag
можно ли загрузить таблицу,chat
"а подскажи, можно ли загрузить несколько файлов?",chat
а не знаю,chat
а подскажи про страхование,rag
откуда ты это взял,followup
кто написал Войну и мир,chat
какие порядок ремонта,rag
а ну отлично,chat
ну ого,chat
с новым годом!,chat
а что написано в контракте?,rag
кто несёт ответственность за повреждения?,rag
есть ли бесплатная доставка,rag
что написано в регламенте,rag
а согласно политикау,rag
мне нужна информация про приём на работу пожалуйста,rag
какие комиссии?,rag
а если говорить про ремонт?,followup
какая процентная ставка?,rag
а ты безопасный?,chat
а я понял спасибо,chat
какие процедура увольнения?,rag
как отключить автопродление?,rag
"скажи, покажи что сказано в файле о гарантии",rag
что ты знаешь про неустойку,rag
"напомни, в презентации.pptx есть данные о продажах?",rag
что в файле readme.md,rag
есть информация про доставку,rag
есть ли ограничения?,chat
а кто написал Войну и мир?,chat
согласно политикау,rag
посмотри в contract.pdf,rag
что написано в уставе?,rag
а здравствуйте :),chat
какие требования к партнёрам!,rag
посмотри в договор.pdf,rag
грустно,chat
"подскажи, кто тебя придумал?",chat
чем отличается про от бесплатного,rag
чем ты лучше гугла,chat
что написано в акте?,rag
а как обновить несколько файлов?,chat
а в справочнике есть что-то про сроки?,rag
а почему именно так?,followup
а если говорить про возврат товара,followup
откуда ты это взял?,followup
сколько будет 2+2,chat
"напомни, что ты знаешь про компенсацию?",rag
какие продолжительность отпуска?,rag
есть информация про доставку?,rag
есть информация про премии?,rag
открой readme.md,rag
"скажи, хочу узнать про условия кредитования",rag
а что насчёт порядок оплаты?,followup
подскажи про возврат товара,rag
есть информация про больничный,rag
"скажи, ты мальчик или девочка?",chat
ну грустно пожалуйста,chat
а расскажи про больничный,rag
можно ли перейти на другой тариф?,rag
какие лимиты у API?,rag
а объясни порядок получения компенсации,rag
а попроще можно?,followup
давай вернёмся к предыдущему вопросу пожалуйста,followup
ты уверен,followup
что ты знаешь про расторжение?,rag
а стоимость,followup
"скажи, сколько тебе лет!",chat
какой минимальный срок договора?,rag
что ты знаешь про отпуск?,rag
а про гарантию подробнее можно,followup
объясни условия возврата товара,rag
есть информация про отпуск,rag
а что ты знаешь про зарплату?,rag
согласно контракту,rag
а покажи техническое задание,rag
"скажи, а часто такое бывает?",followup
"слушай, какой сегодня праздник?",chat
какие документы нужны для оформления!,rag
а подскажи про гарантию,rag
посмотри в terms.pdf,rag
есть информация про командировки,rag
а если сделать наоборот?,followup
каков размер госпошлины пожалуйста,rag
есть альтернативы пожалуйста,followup
какие условия подписки!,rag
расскажи что написано в инструкции!,rag
хай :),chat
"подскажи, а с чего начать?",followup
"подскажи, что написано в техническое заданиее?",rag
как это работает,followup
где хранятся данные!,rag
ок,chat
"напомни, объясни простыми словами",followup
"подскажи, а если нарушить?",followup
что написано в спецификацияе пожалуйста,rag
отмена,chat
угу,chat
а объясни процедура увольнения,rag
"напомни, что ты знаешь про отпуск?",rag
объясни условия рассрочки,rag
а тарифы тоже,followup
вау,chat
"подскажи, что в файле policy.docx?",rag
открой invoice.pdf пожалуйста,rag
а сколько ждать,followup
а кто тебя создал,chat
как обновить архив,chat
"а подскажи, а откуда ты это знаешь?",followup
размер штрафа,rag
ты не сломаешься!,chat
"скажи, как удалить таблицу?",chat
неа,chat
правда,followup
есть информация про штрафы,rag
всё,chat
"а подскажи, что ты знаешь про приём на работу?",rag
а мы можем отказаться от услуги,rag
а что насчёт порядок приёма на работу,followup
а всё спасибо,chat
а какие условия подписки?,rag
можно ли получить счёт на оплату?,rag
поясни пожалуйста,followup
прекрасно!,chat
ну классно,chat
как удалить документ?,chat
"скажи, а до этого как было?",followup
и какие последствия?,followup
какие способы оплаты доступны?,rag
ты сказал что нельзя — а почему,followup
хорошего дня,chat
какой сегодня праздник?,chat
а кто тебя создал?,chat
посмотри в readme.md,rag
мне нужна информация про индексацию,rag
расскажи про ремонт!,rag
мне нужна информация про перерасчёт!,rag
"слушай, как это работает?",followup
как рассчитывается отпускные?,rag
а другие как решают,followup
что ты знаешь про налоговые вычеты,rag
поддерживается ли формат архив,chat
а ты сам как думаешь,followup
мне нужна информация про персональные данные,rag
есть информация про обслуживание,rag
в смысле?,followup
как работает поиск!,chat
привет,chat
ладно проехали!,chat
ты понимаешь сарказм?,chat
как загрузить картинку,chat
что ты думаешь о жизни?,chat
а обратный процесс!,followup
"добрый день, друг!",chat
как удалить документ,chat
а можно конкретнее?,followup
во сколько закат сегодня,chat
как обновить несколько файлов,chat
здравствуйте,chat
какие выплаты при сокращении?,rag
объясни стоимость обслуживания,rag
мне нужна информация про кредитование,rag
добрый день!,chat
согласно памяткау,rag
а куда обращаться?,followup
фигня!,chat
есть информация про кредитование,rag
есть ли ограничения по срокам исковой давности,rag
когда это обновлялось,followup
а мы отвлеклись — так что с тем вопросом?,followup
"напомни, расскажи о программе лояльности",rag
а какие документы взять!,followup
покажи регламент,rag
а про оплату подробнее можно пожалуйста,followup
какой испытательный срок?,rag
что ты знаешь про приём на работу?,rag
что в файле guide.docx,rag
где хранятся данные,rag
почему именно так?,followup
какие способы оплаты доступны!,rag
согласно техническое заданиеу,rag
"а стоп, а вот тут подробнее",followup
что написано в регламенте?,rag
а для чайников,followup
расскажи про расторжение,rag
что в файле contract.pdf,rag
открой report.pdf и найди итоги!,rag
какие порядок индексации?,rag
классно,chat
"слушай, посмотри в отчёт.pdf",rag
а ты понимаешь русский!,chat
расскажи про перерасчёт,rag
плохо!,chat
расскажи про рекламацию,rag
а открой отчёт.pdf,rag
что ты знаешь про компенсацию,rag
а какие документы нужны для регистрации?,rag
а поддерживается ли формат несколько файлов?,chat
какие комиссии,rag
а расскажи про штрафы,rag
найди в руководствое,rag
а какие у тебя функции,chat
ерунда какая-то,chat
расскажи про возврат товара!,rag
сколько будет 15 умножить на 7?,chat
у тебя есть чувства,chat
а расскажи анекдот про программистов,chat
"подскажи, что написано в акте?",rag
объясни это!,followup
резюмируй пожалуйста,followup
есть информация про индексацию?,rag
а как у других компаний!,followup
а ценю твою помощь,chat
покажи памятка,rag
как обновить архив?,chat
а что в первую очередь?,followup
есть ли автопродление пожалуйста,rag
здравствуй,chat
а как именно,followup
а штрафы тоже?,followup
ты устаёшь,chat
ты всегда онлайн?,chat
перефразируй пожалуйста,followup
найди в инструкцияе пожалуйста,rag
ты врёшь иногда?,chat
а что говорит закон о возврате?,rag
а можешь петь?,chat
сколько документов можно загрузить,chat
ау!,chat
хаха!,chat
а второе условие,followup
в прайс-листе есть что-то про сроки?,rag
это точная информация,followup
какие порядок индексации,rag
есть ли реферальная программа,rag
а какие документы взять,followup
что в файле terms.pdf,rag
спасибо разобрался,chat
ладно,chat
что входит в базовый пакет?,rag
можно ли отозвать согласие пожалуйста,rag
что ты знаешь про приём на работу пожалуйста,rag
что написано в инструкцияе пожалуйста,rag
ты живой?,chat
здравствуйте!,chat
подведи итог,followup
что в файле rules.pdf,rag
а как загрузить фото?,chat
есть информация про расторжение,rag
а опиши процедуру регистрации,rag
что ты знаешь про бонусы?,rag
"подскажи, найди в руководствое",rag
ты не сломаешься пожалуйста,chat
какой твой любимый цвет?,chat
из-за чего,followup
а если говорить про ремонт,followup
когда срок действия договора,rag
а мы можем отказаться от услуги?,rag
расскажи про рассрочку,rag
можно ли загрузить pdf!,chat
а если говорить про приём на работу,followup
а про командировки подробнее можно,followup
а второе условие!,followup
а про приём на работу подробнее можно,followup
а как конкретно?,followup
расшифруй,followup
какие санкции предусмотрены?,rag
а обслуживание тоже,followup
какие расчёт зарплаты,rag
кто президент?,chat
а часто такое бывает?,followup
помоги составить план!,chat
где ты живёшь?,chat
начало ответа не понял,followup
что тут вообще можно делать?,chat
что в файле invoice.pdf?,rag
а если говорить про тарифы?,followup
блин,chat
"подскажи, что в файле report.pdf?",rag
а расскажи подробнее про компенсацию,followup
а ты настоящий,chat
"напомни, наши сообщения кто-то читает?",chat
слушай а какие у нас бонусы,rag
"слушай, расскажи подробнее про расторжение",followup
в договоре есть что-то про сроки?,rag
"подскажи, расскажи о себе",chat
подскажи про персональные данные!,rag
нужна ли предоплата,rag
а что насчёт порядок индексации?,followup
а в протоколе есть что-то про сроки?,rag
как связаться с поддержкой пожалуйста,rag
отлично!,chat
нормально!,chat
что в файле политика.docx,rag
странно!,chat
а как восстановить доступ?,rag
как восстановить доступ?,rag
а что ты знаешь про аренду?,rag
а подскажи про компенсацию,rag
"подскажи, что предусмотрено за нарушение?",rag
расскажи про компенсацию,rag
как настроение,chat
какие бывают тарифы?,rag
а найди в документе информацию о возврате,rag
что написано в приказе?,rag
ты знаешь какие-нибудь фокусы!,chat
наверное,chat
посоветуй фильм,chat
а повтори последнее,followup
а это не устарело?,followup
в каталоге есть что-то про сроки?,rag
а работаешь ли ты ночью?,chat
а ты настоящий?,chat
ты запоминаешь наши разговоры?,chat
интересно,chat
что ты знаешь про страхование!,rag
согласно регламенту,rag
расскажи о себе!,chat
объясни условия страхования!,rag
какая столица Франции пожалуйста,chat
а ты тут?,chat
посмотри в spec.pdf,rag
"хм, а почему именно так",followup
какие требования к партнёрам?,rag
"скажи, а про обслуживание подробнее можно?",followup
ну ничего себе пожалуйста,chat
чем занимаешься,chat
что по гарантийному обслуживанию,rag
"хай, помощник",chat
что ты умеешь пожалуйста,chat
а помоги с домашкой,chat
"напомни, расскажи про оплату",rag
мы отвлеклись — так что с тем вопросом,followup
это обязательно,followup
какие порядок получения компенсации?,rag
что ты знаешь про возврат товара?,rag
а как тебя зовут,chat
попроще можно,followup
а правда что можно вернуть в течение 14 дней,rag
есть информация про скидки,rag
а расторжение тоже?,followup
дальше,followup
допустим,chat
хватит,chat
"подскажи, а вот это интересно, расскажи больше",followup
а какая столица Франции?,chat
а кто имеет доступ к моим документам?,rag
а как тебя зовут?,chat
а что в первую очередь,followup
а расскажи подробнее про тарифы,followup
а объясни простыми словами,followup
что ты знаешь про индексацию пожалуйста,rag
ты понимаешь русский?,chat
а какая ответственность за утечку данных?,rag
"а подскажи, расскажи про персональные данные",rag
объясни обработка персональных данных,rag
есть информация про обслуживание?,rag
расскажи про тарифы пожалуйста,rag
в инструкцияе есть что-то про сроки,rag
а что если не так!,followup
а источник этой информации?,followup
а командировка тоже?,followup
а в моей ситуации,followup
можно ли получить счёт на оплату,rag
как пользоваться ботом?,chat
"подскажи, скажи, как ты работаешь?",chat
а объясни порядок ремонта,rag
а где?,followup
какие лимиты у API,rag
есть информация про рекламацию?,rag
покажи приказ,rag
а откуда ты это знаешь!,followup
а процитируй пункт про штрафы,rag
а расскажи про бонусы,rag
поддерживается ли формат архив?,chat
мне нужна информация про возврат товара,rag
а что написано в положениее?,rag
"скажи, зачем ты нужен",chat
ну ого!,chat
"скажи, объясни условия рассрочки",rag
а есть примеры?,followup
а если нарушить,followup
как удалить файл?,chat
согласно руководствоу,rag
поддерживается ли формат файл?,chat
в инструкцияе есть что-то про сроки пожалуйста,rag
а как быстро обрабатываются заявки?,rag
согласно положениеу,rag
привет :)!,chat
а что в файле инструкция.pdf?,rag
какие есть варианты страхования,rag
конечно,chat
а посмотри в policy.docx,rag
что предусмотрено за нарушение,rag
ты умнее chatgpt?,chat
объясни это пожалуйста,followup
можно тебе доверять,chat
с праздником,chat
сколько стоит?,rag
поддерживается ли формат файл,chat
а что насчёт стоимость тарифов!,followup
что думаешь о нейросетях?,chat
мне нужна информация про командировки,rag
а по пунктам можно пожалуйста,followup
а расскажи про тарифы,rag
"напомни, что ты умеешь?",chat
а как стать партнёром?,rag
давай поболтаем,chat
а для физических лиц?,followup
можешь объяснить подробнее,followup
